Anzsic,Anzsic_description,Period,Data_value,Variable,Units,Gas,Status
HH3,Other,2022Q1,59,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2022Q2,59,Actual,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2022Q3,58,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q1,22027,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q2,18654,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q3,19772,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q4,22372,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q1,22549,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q2,18644,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q3,19636,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q4,21987,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q1,21975,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q2,18330,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q3,19373,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q4,21246,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q1,21810,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q2,18714,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q3,19737,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q4,22213,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q1,22185,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q2,18572,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q3,19692,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2018Q4,22407,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q1,23282,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q2,19137,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q3,19806,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2019Q4,22204,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q1,22566,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q2,16963,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q3,19102,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2020Q4,21368,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q1,22234,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q2,19056,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q3,17832,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2021Q4,20394,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2022Q1,21534,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2022Q2,17848,Actual,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2022Q3,17771,Actual,Kilotonnes,Carbon dioxide equivalents,P
